time, id, size, x, y, z, orientation_w, orientation_x, orientation_y, orientation_z
1715813761426140873, 1, 0.085, 0.021787208259506294, -0.04983357852158795, 0.26684930888570924, 0.055728050952812455, 0.7073056843983673, -0.7031967269367636, 0.046123924162854456
1715813761493007873, 1, 0.085, 0.021765625971735616, -0.04985929656176545, 0.26682401781354076, 0.05656949983361519, 0.7073346425179278, -0.7032348089192842, 0.04402724959463101
1715813761559878873, 1, 0.085, 0.02177307742223349, -0.04986851552700225, 0.26681050895203845, 0.05570254081128127, 0.7073619845054175, -0.7032541880717814, 0.044382392716305945
1715813761626757873, 1, 0.085, 0.021776231164837224, -0.04983834106303717, 0.2668690160260854, 0.0560469682935272, 0.7073522869282547, -0.7031684850667562, 0.045448444763218326
1715813761693652873, 1, 0.085, 0.021786649230268837, -0.049851823840969665, 0.2668817175530255, 0.05571175995489232, 0.7073532795942622, -0.703202267240033, 0.04532227927242201
1715813761760606873, 1, 0.085, 0.0217677584223729, -0.049859252673495696, 0.26683833852362293, 0.05663304041810786, 0.7073465986742912, -0.7031964506320642, 0.04436484977298054
1715813761827498873, 1, 0.085, 0.02176423532248426, -0.04986089097602836, 0.26686241339028294, 0.05648897995759018, 0.7073224392582466, -0.7032388524642508, 0.044261478170964305
1715813761894396873, 1, 0.085, 0.02179245469313361, -0.0498612548383023, 0.2669121832177604, 0.055430508719501975, 0.7072484213567811, -0.7033154836884411, 0.04554623579981413
1715813761961246873, 1, 0.085, 0.02176615727940873, -0.04985438725077773, 0.26693086894257045, 0.05701249977606099, 0.7073901481892181, -0.7031641414356806, 0.043691455836846
1715813762028257873, 1, 0.085, 0.021779535502259913, -0.04983513413723697, 0.26683494214675213, 0.05573725970533674, 0.7073590982612276, -0.7031952850328814, 0.04530844397159822
1715813762095029873, 1, 0.085, 0.02177922023841434, -0.04985223290808451, 0.26691211336766024, 0.05639741072583413, 0.7074669798368848, -0.7031047159960877, 0.044199127230744276
1715813762162111873, 1, 0.085, 0.02179449235802285, -0.04985021056478256, 0.2669227148496289, 0.056457533617536027, 0.7073773625301234, -0.7031458923936887, 0.04489619012382611
1715813762228903873, 1, 0.085, 0.02179309059740277, -0.04986813934115099, 0.2669193175028085, 0.05564420779003622, 0.7073323564062399, -0.7032447610174511, 0.04507178520674739
1715813762295765873, 1, 0.085, 0.02178518106828883, -0.04984118921399348, 0.2668858556354315, 0.05577513614620603, 0.7072919442720708, -0.7032568340409119, 0.04535487989687025
1715813762362746873, 1, 0.085, 0.021774408789367483, -0.04985362589581297, 0.26685688333311836, 0.056205688636159996, 0.7073502996739903, -0.7032057903888844, 0.04470000536460321
1715813762429552873, 1, 0.085, 0.02176725178733123, -0.04987123484832317, 0.2669182628362664, 0.056588804606911215, 0.7074008311092113, -0.7032096065916245, 0.043336134303957476
1715813762496538873, 1, 0.085, 0.02178442556275754, -0.049849299432220565, 0.26694082773017785, 0.056364047375265215, 0.7073244925851233, -0.7032054862685936, 0.044913254551720516
1715813762563451873, 1, 0.085, 0.02179529886737978, -0.049845006571938744, 0.26682695056007144, 0.054993666040993525, 0.7073027524041446, -0.703248489119216, 0.04626095209172234
1715813762630263873, 1, 0.085, 0.021788679274244455, -0.04984147212264642, 0.266851266405343, 0.05548205346591896, 0.7072681309107508, -0.7032872297590069, 0.045613651455674836
1715813762697339873, 1, 0.085, 0.021778060780888564, -0.04986036856718311, 0.26685987868122607, 0.05629323085320555, 0.70734509125676, -0.7032153991201231, 0.044520742080507054
1715813762764030873, 1, 0.085, 0.02178963371807776, -0.0498696331806984, 0.2669006019896465, 0.055322995747462286, 0.7073107602476072, -0.7033042296973985, 0.044877779236803785
1715813762831038873, 1, 0.085, 0.021787382783109283, -0.04983466188894791, 0.26690870602170647, 0.055828504426263616, 0.7073161415446586, -0.7032240257434699, 0.04542051982365276
1715813762897917873, 1, 0.085, 0.021783765482619025, -0.0498365121564403, 0.26691300958907005, 0.05626662153417491, 0.707373091304741, -0.7031443194152599, 0.04522657485544663
1715813762964791873, 1, 0.085, 0.021767356173767193, -0.04986243026765251, 0.26684135456239233, 0.05629557321795057, 0.7073133121627266, -0.7032655910785744, 0.04422889641805465
1715813763031823873, 1, 0.085, 0.021773455582474913, -0.04988035978118786, 0.2668677169683249, 0.055977617824986135, 0.7074033065431667, -0.7032150810252974, 0.04399565902470776
1715813763098530873, 1, 0.085, 0.021791040257938536, -0.049850317016816394, 0.26688445749757544, 0.055654785723082516, 0.7073645428077405, -0.7031758787856323, 0.04562490436776457
1715813763165566873, 1, 0.085, 0.021796758934807123, -0.0498409232637412, 0.26686461076711404, 0.054794050571045486, 0.7073706608530651, -0.7031929179251123, 0.046304215426698485
1715813763232674873, 1, 0.085, 0.02177177644237095, -0.049855029616687065, 0.26685983008921266, 0.05611311069807013, 0.7073079933764259, -0.7032649973561064, 0.04455406611427884
1715813763299336873, 1, 0.085, 0.021765054864211205, -0.04988111465179848, 0.2668528758622994, 0.05634722371633805, 0.7073649293919668, -0.7032513113387127, 0.04355961600083417
1715813763366309873, 1, 0.085, 0.02179348757347101, -0.049855625408875316, 0.26688457763851325, 0.055631800509937324, 0.7073962554226707, -0.7031562889578927, 0.0454628846969745
1715813763433068873, 1, 0.085, 0.02179404411996528, -0.0498421152926379, 0.2668602145891062, 0.055088742006527844, 0.7074707307657266, -0.7030887086225379, 0.04600721053746454
1715813763500095873, 1, 0.085, 0.021770371748851533, -0.049852672315772374, 0.2668587808142569, 0.05643279790914128, 0.7073572019709665, -0.7031620313877385, 0.04499206324031649
1715813763566931873, 1, 0.085, 0.021763133778216235, -0.04987467843932174, 0.2668204802353691, 0.05646209684910994, 0.7074095452553784, -0.7031757517744441, 0.04390477214866377
1715813763633796873, 1, 0.085, 0.02176845514349381, -0.049879419623825756, 0.26689372097275627, 0.05659618479424875, 0.7073286927257963, -0.7032256247081697, 0.04423474954552906
1715813763700782873, 1, 0.085, 0.021781616728627506, -0.04986866175760039, 0.26690080242955766, 0.05573596434801684, 0.7073956597074419, -0.7032113949289132, 0.044481647309895275
1715813763767562873, 1, 0.085, 0.02178880761391493, -0.0498423711858772, 0.266789214153635, 0.05524101017013147, 0.7073808288751324, -0.7031500648906129, 0.046268563621974984
1715813763834578873, 1, 0.085, 0.02175364390094863, -0.0498685338749773, 0.26682291956528426, 0.05698978418510302, 0.7072857095173432, -0.7032917992775577, 0.04335590709487494
1715813763901453873, 1, 0.085, 0.021772619540299114, -0.04988011224441188, 0.26688410737247764, 0.05572816189733991, 0.7073239448007426, -0.7033115681742901, 0.04404596639058744
1715813763968283873, 1, 0.085, 0.021771630773083587, -0.04985271293490264, 0.2669195950146316, 0.05607584647799833, 0.7072730599223618, -0.7032998196413882, 0.04460584986552363
1715813764035336873, 1, 0.085, 0.021763529574212313, -0.049849523002788367, 0.2668728691227878, 0.05681704646895274, 0.707326037820555, -0.7031957704614288, 0.04446805433990647
1715813764102170873, 1, 0.085, 0.021756680973005562, -0.04987008864350783, 0.2668602495698792, 0.05686992149405721, 0.7073770705801637, -0.7031865984298189, 0.04372756379432586
1715813764169084873, 1, 0.085, 0.021758536149995445, -0.049870365671660075, 0.26684375291887524, 0.05659841771964729, 0.7073667090019466, -0.703201843039335, 0.044001432402483574
1715813764235952873, 1, 0.085, 0.02178264606201755, -0.049860477156463474, 0.2668490718249589, 0.055086319760611104, 0.7073974736101014, -0.7032095107781334, 0.04528460727947205
1715813764302806873, 1, 0.085, 0.021779109616246836, -0.04984601889224956, 0.2669007727445355, 0.056473479846546486, 0.7073608064916722, -0.7031483040369102, 0.045098758779920665
1715813764369811873, 1, 0.085, 0.021763927478581382, -0.04985653257640833, 0.26681831728341593, 0.05626177719930868, 0.7072968697093991, -0.7032803667811804, 0.04429984453459077
1715813764436720873, 1, 0.085, 0.02178806265841558, -0.04985669633503253, 0.26685855693009913, 0.055677907787891084, 0.7073015753374277, -0.70330913235403, 0.044505240781035404
1715813764503520873, 1, 0.085, 0.021797231810841474, -0.049873428507799245, 0.26690876466821983, 0.05486045171937604, 0.7072740982675005, -0.703318305992674, 0.04579346255346245
1715813764570498873, 1, 0.085, 0.021778636128122128, -0.04984621080423775, 0.26690613986172923, 0.056044363583583785, 0.7073412051602876, -0.7032344723106326, 0.04459513142585415
1715813764637489873, 1, 0.085, 0.021782577756458633, -0.04984679856957183, 0.2668433188087179, 0.05579469775110004, 0.7073331957176536, -0.7032187216475643, 0.04527837743427409
1715813764704205873, 1, 0.085, 0.021773320489391176, -0.049856799661436135, 0.2668391032590914, 0.05590898906123419, 0.707309439074013, -0.703238810091677, 0.045196441450607014
1715813764771234873, 1, 0.085, 0.021783485536295163, -0.049855698889494676, 0.2668423289293004, 0.05583535681048638, 0.7073043057106715, -0.7032302314644437, 0.04550025942184904
1715813764871445873, 1, 0.085, 0.021776252209667946, -0.049842763808231, 0.26688448688827326, 0.05607600974002551, 0.7073113947387729, -0.7032476548718293, 0.0448197269246548
1715813764938475873, 1, 0.085, 0.021769160776891963, -0.04985244818042573, 0.26686430833220415, 0.0563720626286217, 0.7073200183929608, -0.7032166456034004, 0.04479878884387683
1715813764971932873, 1, 0.085, 0.021773000727298236, -0.049864241971392255, 0.26691696781208, 0.05621981574372173, 0.7073251302334956, -0.7032549930553816, 0.04430470855998656
1715813765038690873, 1, 0.085, 0.02177567992629469, -0.04986538629405352, 0.2668058797273711, 0.0561467819369057, 0.7073320762147173, -0.7032046438301885, 0.045078839066290684
1715813765105734873, 1, 0.085, 0.021783691905971996, -0.04985083949619274, 0.26692169070146965, 0.055945543180368915, 0.7073158581325039, -0.7032236995534847, 0.04528577501648056
1715813765172580873, 1, 0.085, 0.02178202883698862, -0.049842689900864545, 0.2668777443014578, 0.0561155322743983, 0.7072750547316949, -0.7032262286515722, 0.04567182203859809
1715813765239478873, 1, 0.085, 0.02177132707875524, -0.049856806700790415, 0.26687370522113457, 0.05645050584588439, 0.7073088555746829, -0.7032283486382425, 0.04469242538626251
1715813765306454873, 1, 0.085, 0.02177837223097643, -0.04986885729282637, 0.26682492645081857, 0.05557856471398824, 0.7073091097015954, -0.7033140597732335, 0.04443174318842231
1715813765373188873, 1, 0.085, 0.021779828279573532, -0.049843191378473026, 0.2668539067074531, 0.05606914528616537, 0.7072618256155765, -0.7032471613330425, 0.04561130398068368
1715813765442990873, 1, 0.085, 0.021782804326508462, -0.049861025233184954, 0.2668601455015564, 0.05561950547730339, 0.7073446151040506, -0.7032327842863186, 0.045096753748741523
1715813765507080873, 1, 0.085, 0.02176904782325988, -0.04986644377186809, 0.2668784158192171, 0.05629255560384148, 0.7073146409967154, -0.7032604449481112, 0.044293265703271904
1715813765573981873, 1, 0.085, 0.021766983564012087, -0.049867019847657686, 0.2668385706741324, 0.05602962714020825, 0.7074197747764864, -0.7031639814153953, 0.044478740739417905
1715813767614513873, 1, 0.085, 0.02177813036205817, -0.04986709288727927, 0.2669562081572313, 0.05604564664871153, 0.7072794852776415, -0.703302096298795, 0.044505915773552195
1715813767681442873, 1, 0.085, 0.021784115020512657, -0.04985412968720155, 0.26684875369417665, 0.055347112574114, 0.707328165059823, -0.7032327231388645, 0.045686991031465174
1715813767748366873, 1, 0.085, 0.021768947939706972, -0.04984933432389504, 0.2668226549153518, 0.05623638038081246, 0.7073070942382099, -0.7032627262765755, 0.04444864218402347
1715813767815137873, 1, 0.085, 0.02176680600195634, -0.04988094839272266, 0.26682022082145473, 0.05622960266441463, 0.7074039080262263, -0.7031951818935588, 0.04398271086585607
1715813767882150873, 1, 0.085, 0.021782792384475756, -0.0498524728195099, 0.26686106301918705, 0.055896479682887794, 0.7073722749482017, -0.7031323950755747, 0.045879005971714126
1715813767950337873, 1, 0.085, 0.02178092666082083, -0.04984568455117216, 0.2668478070109534, 0.05534997222146296, 0.7073012603402058, -0.7032863852045046, 0.04527215570547533
1715813768015958873, 1, 0.085, 0.021762013732285333, -0.049863005384075385, 0.2668011726065327, 0.056619028878885085, 0.7072943019463391, -0.7032520067413784, 0.04433588859239105
1715813768082898873, 1, 0.085, 0.021760594028896664, -0.04986691375999901, 0.26679464740983866, 0.05621517368023627, 0.7072856685919692, -0.7033172115294316, 0.04395153261238033
1715813768149641873, 1, 0.085, 0.02179744988494148, -0.04985896427652041, 0.26687324485195474, 0.055498930679664396, 0.7074118401583543, -0.7031064218581349, 0.046148853063053
1715813768216660873, 1, 0.085, 0.02179814402430114, -0.04984296459073071, 0.2668295460680755, 0.05501818963668863, 0.7073284296241386, -0.7032271352992631, 0.046163704718573104
1715813768283635873, 1, 0.085, 0.021774225556783416, -0.04985451065415191, 0.2668600902831533, 0.0559440759654467, 0.7073159724524735, -0.7032308950665024, 0.04517392723629314
1715813768350400873, 1, 0.085, 0.021761832618347906, -0.04986198267111765, 0.2668134821263985, 0.056309509263979964, 0.7072789949705376, -0.7032979637188141, 0.0442451880873581
1715813768417435873, 1, 0.085, 0.021761915305618003, -0.04986955960478731, 0.26690695151121224, 0.056706588440732154, 0.7073450977470142, -0.7032243535104454, 0.04384956271727742
1715813768484142873, 1, 0.085, 0.02177935562470248, -0.049848346602700454, 0.2668474948678722, 0.055902329615218405, 0.7073362942702242, -0.7032135446134508, 0.045177505728454595
1715813768551196873, 1, 0.085, 0.021780503646785555, -0.04984571663146569, 0.26682997060102076, 0.05580233156319615, 0.7073074767984014, -0.7032375339678922, 0.045378451669790244
1715813768618020873, 1, 0.085, 0.02177458468801773, -0.04985833300224129, 0.266804976129493, 0.05602449659155698, 0.7073113315654166, -0.7032295269521417, 0.045168223824798126
1715813768684901873, 1, 0.085, 0.021781598819770157, -0.04987921082061868, 0.2668679678441301, 0.05583281474716239, 0.7072650706883397, -0.7033322818792721, 0.044525474148210495
1715813768751914873, 1, 0.085, 0.021785511483714978, -0.049850581736238304, 0.26692810647266985, 0.05602510264683575, 0.7074109871984922, -0.7031351966278517, 0.04507525182823609
1715813768818739873, 1, 0.085, 0.021771906469766338, -0.0498405494588887, 0.2668428876143622, 0.05657657570921325, 0.7073263041576795, -0.7031691048814367, 0.0451862862813112
1715813768885659873, 1, 0.085, 0.021766332090222065, -0.04985909924990945, 0.26685717124983016, 0.05635117071620328, 0.7073519329568811, -0.7032342010256801, 0.044039153135032774
1715813768952544873, 1, 0.085, 0.021769352200295442, -0.04988252888891971, 0.2668503852456606, 0.05592015458158759, 0.7072830418790093, -0.703362134215286, 0.043650236357487146
1715813769019380873, 1, 0.085, 0.02177826348353802, -0.04986108999779743, 0.26686994355442895, 0.05579894511753369, 0.7073302821103631, -0.7032389614355822, 0.04500347600406998
1715813769086386873, 1, 0.085, 0.02177515972611443, -0.049843640371734825, 0.2668660545208813, 0.05597185865689278, 0.7073846436414518, -0.703137952959238, 0.04550973617854928
1715813769153194873, 1, 0.085, 0.0217614975954989, -0.0498574305148947, 0.26685895493952727, 0.05664324178509465, 0.7072980177224306, -0.7032346258137798, 0.04452098766366758
1715813769220161873, 1, 0.085, 0.02177266560650279, -0.04986326526490826, 0.266841814272449, 0.055547789661278865, 0.7073722158102944, -0.7032427317359587, 0.044594300352477065
1715813769287024873, 1, 0.085, 0.021771255486285956, -0.04986199096479831, 0.26689420513005746, 0.056158310248491036, 0.7073131943008191, -0.703251981428154, 0.044619950418856004
1715813769353918873, 1, 0.085, 0.021780015230591632, -0.049857927904636716, 0.2669013225413401, 0.05613362220554009, 0.7073363733043531, -0.703201694845445, 0.04507380420182401
1715813769387426873, 1, 0.085, 0.02177517825445362, -0.049854744508211396, 0.2668217927763809, 0.05597965976408673, 0.7072683787287364, -0.7032746745543975, 0.045193476006255166
1715813769454313873, 1, 0.085, 0.02177925193342214, -0.049865723524340114, 0.26691555695766195, 0.056072867414702875, 0.7073694578377061, -0.7032288632225742, 0.044197845976575265
1715813769521192873, 1, 0.085, 0.021770566413394424, -0.04986477510029442, 0.26685687118630613, 0.05627563115113266, 0.7074537207506937, -0.7031164682085426, 0.044379257187190296
1715813769588169873, 1, 0.085, 0.02177169102186689, -0.0498580599008802, 0.26685488279650793, 0.05632457842749349, 0.7073487713718921, -0.7032061815036318, 0.04456819267954666
1715813769655041873, 1, 0.085, 0.02178032439185011, -0.04985447223520232, 0.26687412852371756, 0.05608269626999132, 0.7072884551234476, -0.7032403139858939, 0.045286126056400075
1715813769721935873, 1, 0.085, 0.021763537796544767, -0.049858839281335963, 0.26685555629836716, 0.056114594611240756, 0.7073537248858028, -0.703197507284484, 0.04489015382780896
1715813769788780873, 1, 0.085, 0.021762305191719185, -0.04987509882716049, 0.26688097586728965, 0.0564278593299935, 0.7073407121555313, -0.7032580720392652, 0.04373897267147544
